# Source: US Social Security Administration, national baby name data, male births 1975-2025 (public domain).
# https://www.ssa.gov/oact/babynames/limits.html
# Columns b1975..b2025 are births in each five-year bucket starting that year, divided by 10 and rounded.
# Written by tools/fetch-data.mjs. Do not edit by hand.
name,b1975,b1980,b1985,b1990,b1995,b2000,b2005,b2010,b2015,b2020,b2025
Jaysen,16,13,12,12,22,36,49,55,37,29,9
Amado,20,21,19,23,26,22,24,19,28,69,18
Zakaria,0,1,3,9,18,32,44,56,60,53,11
Dashaun,5,8,16,37,51,57,61,27,14,11,2
Ayman,5,4,6,10,17,30,37,40,49,72,20
Cortney,53,67,73,36,16,10,12,10,7,5,1
Hyrum,10,12,9,11,23,41,56,49,46,28,3
Javian,1,1,3,9,17,42,74,64,44,29,4
Smith,8,11,11,9,12,15,25,50,76,60,12
Leeland,5,3,5,6,5,5,45,79,67,58,9
Keion,8,7,8,20,55,50,51,35,27,22,4
Izaak,8,5,4,12,28,47,58,59,32,29,4
Amani,1,0,1,8,27,42,57,49,37,52,11
Al,67,53,44,36,26,21,12,10,10,7,1
Jenson,1,5,6,8,9,15,21,51,79,77,14
Izaac,2,1,2,8,19,44,66,68,44,28,4
Osbaldo,22,17,17,33,47,63,46,22,11,7,1
Eitan,2,6,8,12,14,23,35,41,49,69,26
Arnoldo,34,31,36,44,39,33,26,15,13,12,3
Decker,0,0,0,7,6,10,12,40,99,98,12
Jahir,0,0,0,3,7,49,62,53,47,55,9
Kiaan,0,0,0,0,0,0,0,19,89,151,26
Lavon,23,28,29,32,23,26,38,28,26,25,4
Dashiell,1,7,9,10,12,19,52,62,64,43,6
Greysen,0,0,0,1,5,8,24,64,101,73,8
Jacari,0,1,2,7,19,31,50,46,50,70,10
Favian,9,10,17,33,36,51,50,38,20,17,3
Demari,0,0,0,2,10,23,48,55,65,69,12
Gabe,24,11,5,9,23,51,59,47,31,19,2
Dewey,70,54,38,29,20,16,16,12,12,14,3
Eldon,40,32,26,23,21,22,24,26,32,31,6
Stefano,12,14,24,38,36,34,34,31,26,29,5
Eason,1,1,1,2,3,9,25,57,103,69,11
Shad,99,45,28,29,25,19,15,10,8,4,1
Aven,1,0,2,3,4,14,41,72,66,64,16
Daylan,2,4,7,18,30,51,53,42,40,32,5
Joshuah,18,34,42,39,40,33,36,26,9,5,1
Skye,15,20,20,26,39,30,35,31,29,31,6
Steele,1,6,9,15,21,23,25,40,62,62,17
Geovanny,0,5,10,26,31,43,63,53,28,19,3
Noam,8,8,9,11,15,22,40,47,53,53,16
Everette,30,26,27,23,19,15,16,24,39,53,11
Jullian,2,5,12,27,21,47,61,60,29,16,2
Luiz,13,19,28,41,45,47,37,20,16,13,3
Fermin,24,29,29,41,36,31,33,21,19,15,3
Mervin,28,28,27,33,28,26,29,26,24,27,6
Lashawn,48,33,26,30,31,24,34,27,16,12,1
Shon,70,35,35,39,29,24,19,11,10,8,1
Jasiel,0,0,1,4,7,12,24,36,51,104,40
Yusef,22,19,16,25,25,26,39,35,30,34,8
Errol,52,49,42,38,27,19,17,14,13,7,2
Dontrell,9,16,25,52,37,42,39,28,17,14,1
Vidal,24,29,28,40,35,31,28,21,21,18,4
Kavon,1,5,10,32,41,67,49,30,18,21,4
Roscoe,38,36,28,21,14,17,19,28,36,37,6
Salomon,15,19,25,26,25,34,35,27,30,34,9
Khristian,1,3,7,19,30,35,47,55,44,32,4
Yasin,5,6,8,11,17,26,35,42,55,58,16
Coleson,0,0,0,1,5,14,20,35,57,116,29
Ezrah,0,0,0,0,1,6,11,34,75,125,26
Jaret,19,22,19,17,80,50,39,15,6,8,2
Olin,20,18,16,13,15,20,31,38,52,45,9
Bart,112,81,45,18,8,6,4,2,2,1,0
Yash,1,0,1,5,28,63,66,43,33,31,5
Rodger,66,55,42,32,19,16,14,11,13,7,2
Vivaan,0,0,0,0,0,0,13,75,116,60,11
Kollin,3,4,9,21,40,43,53,50,31,18,4
Najee,2,3,24,77,66,34,23,15,15,16,2
Carver,2,1,3,6,11,22,35,52,69,62,12
Andrei,9,9,11,15,22,39,53,43,36,35,5
Benjamen,39,39,39,37,35,31,26,16,8,5,1
Canon,1,2,4,5,16,31,51,57,53,49,6
Kaidyn,0,0,0,0,1,13,47,84,71,53,7
Khaled,6,9,14,18,25,26,24,41,52,51,9
Blane,14,19,28,32,34,45,39,29,19,14,3
Ishan,0,1,2,6,15,42,56,55,50,39,8
Kallen,0,2,4,5,9,14,26,65,65,70,15
Xavion,0,0,1,5,12,38,67,46,36,58,9
Akiva,7,8,10,13,20,24,35,41,43,61,12
Amit,34,58,43,33,25,25,22,16,9,6,1
Russel,51,52,39,33,22,19,17,13,13,11,3
Brandin,11,32,54,53,42,32,23,14,7,3,1
Isac,4,9,10,19,36,55,66,40,17,14,2
Garth,60,49,29,72,24,10,6,6,8,9,1
Deante,5,11,34,62,62,40,21,15,15,8,1
Denim,2,1,1,2,4,19,35,39,62,78,27
Whitney,46,80,83,20,10,9,6,4,5,8,1
Rosendo,30,33,34,37,35,30,26,15,15,13,3
Zen,0,1,1,5,11,20,30,33,48,106,19
Iain,9,14,18,23,39,56,46,31,21,14,1
Mahmoud,7,12,15,26,40,36,33,32,35,29,6
Legacy,0,0,0,0,0,1,3,15,71,157,24
Jovon,21,31,34,40,34,31,32,22,14,10,2
Atreyu,0,0,1,5,6,11,47,63,70,60,9
Sedrick,56,44,34,32,29,25,21,12,11,6,0
Yeshua,1,0,1,2,5,10,35,61,62,71,23
Rashard,21,24,37,45,32,32,33,24,14,8,1
Jory,25,33,53,50,29,20,17,15,16,11,2
Graeme,8,11,13,19,22,22,25,82,47,20,3
Jairus,8,16,21,31,31,33,36,33,33,23,5
Avion,1,0,3,8,11,33,45,44,63,55,6
Zeus,1,1,3,3,7,14,22,41,72,90,14
Roan,1,2,1,3,7,27,51,42,57,63,15
Leander,24,23,18,19,15,17,23,30,38,50,12
Aamir,1,4,6,12,14,19,34,53,66,53,7
Oziel,3,4,6,11,15,27,36,42,36,66,23
Naim,18,16,11,18,29,31,33,26,28,49,10
Courtland,16,17,30,51,49,24,21,22,18,17,3
Mattias,1,1,2,6,10,19,34,39,57,84,16
Willem,4,5,7,17,28,52,48,41,33,29,5
Kilian,3,1,2,10,12,13,19,27,73,90,18
Maksim,0,0,0,1,5,15,51,83,67,41,6
Kamarion,0,0,0,0,1,13,69,64,46,63,12
Aayan,0,0,0,0,0,1,39,48,87,82,11
Elon,7,7,12,8,8,9,13,23,82,90,9
Loyal,5,4,4,2,2,5,11,21,38,153,23
Marquel,7,11,25,47,56,37,31,24,19,11,1
Trinity,53,32,26,20,31,44,29,15,9,6,1
Landin,0,1,3,4,11,40,102,63,28,12,2
Delano,26,27,28,35,30,30,27,24,20,19,3
Greggory,46,46,52,50,32,16,12,6,3,3,0
Kruz,0,0,2,2,4,6,21,57,69,89,17
Anwar,39,51,22,19,19,24,28,22,20,18,4
Kainoa,3,5,7,15,20,34,40,41,47,44,10
Daveon,0,2,9,21,36,62,69,35,19,12,2
Domonic,19,20,26,33,32,42,38,25,18,11,2
Jakobi,0,0,0,3,13,25,40,45,58,71,10
Raymon,25,29,34,34,32,30,28,21,18,13,2
Kadeem,0,0,25,139,38,14,8,13,15,11,2
Marshawn,6,8,11,22,27,32,40,40,47,28,5
Anibal,31,29,35,38,27,21,25,18,19,18,4
Deonta,8,17,32,63,50,30,23,18,13,8,2
Dustyn,10,21,32,49,55,40,23,15,10,7,2
Nikita,5,4,17,17,21,36,49,44,40,29,3
Jiovanni,0,1,3,10,17,27,35,45,50,64,11
Torey,43,36,48,53,27,17,14,8,10,7,1
Kaisen,0,0,0,0,0,1,12,30,72,116,31
Warner,13,14,12,13,10,18,22,31,51,63,14
Bastian,0,0,0,3,7,10,14,33,82,90,22
Manny,19,17,21,23,22,25,40,37,26,28,4
Jamon,26,28,20,31,38,38,37,18,15,9,1
Cedar,6,4,4,5,10,14,20,31,69,83,16
Eugenio,29,29,28,30,26,28,26,20,20,21,4
Taron,15,24,25,30,34,36,32,20,21,21,3
Corwin,24,23,36,39,27,27,28,25,18,12,2
Phineas,1,3,2,2,6,16,45,57,62,57,11
Regan,35,21,18,27,30,32,33,27,22,14,2
Bryer,0,0,0,8,12,16,26,43,51,67,38
Jeshua,6,8,11,13,15,28,75,51,28,20,5
Rhodes,0,0,0,1,2,2,7,17,39,142,51
Varun,0,4,12,19,41,60,55,34,23,12,2
Zaylen,0,0,0,0,0,6,23,60,64,87,20
Chancellor,5,6,13,26,41,52,29,25,41,19,2
Fabio,14,18,20,31,28,27,35,29,28,26,5
Tayler,0,4,18,67,68,38,27,16,9,10,3
Nikolaus,15,29,32,42,41,32,22,17,12,12,2
Muhammed,7,9,9,15,27,31,32,41,40,41,7
Terell,15,27,45,52,36,29,23,15,11,5,1
Wilfred,46,45,35,32,22,20,15,13,13,14,3
Salman,2,8,10,20,20,22,26,42,63,38,5
Omer,10,14,14,18,26,29,31,35,40,33,7
Crue,0,0,2,1,0,1,10,28,39,147,31
Tegan,0,1,2,6,11,27,80,51,44,31,5
Codie,4,6,32,94,60,28,16,9,5,3,1
Dejon,5,8,20,52,55,43,31,18,13,10,2
Coltin,0,0,6,24,40,47,50,55,23,12,1
Gadiel,1,0,1,2,5,15,34,38,55,89,17
Denton,18,23,28,33,34,27,26,26,22,17,3
Ransom,8,9,13,12,19,17,29,42,47,52,10
Tyce,1,1,4,6,12,22,59,66,40,38,6
Aram,14,16,16,18,22,26,26,26,40,43,9
Torrance,51,29,34,34,24,22,20,18,15,8,2
Aksel,0,0,1,1,2,13,23,49,80,72,16
Quinlan,2,3,7,15,38,52,58,37,25,16,3
Domenico,22,19,19,23,26,28,30,29,27,28,6
Natanael,2,5,8,13,23,27,31,28,30,70,16
Yonatan,5,7,11,17,30,42,45,34,33,27,5
Ren,1,4,16,12,7,10,18,29,47,89,21
Beaux,2,2,4,6,5,8,15,29,61,100,24
Kyaire,0,0,0,0,1,4,7,13,28,113,88
Derrek,23,33,51,49,30,21,20,12,8,5,1
Damani,5,1,1,13,31,44,32,53,34,34,6
Ash,1,1,0,0,7,14,22,30,65,97,18
Hadi,0,2,4,6,15,30,45,44,46,47,14
Leyton,0,0,0,2,6,32,60,63,50,35,6
Zephyr,1,0,1,2,3,8,24,42,65,91,17
Saif,1,3,5,9,22,28,33,37,49,52,15
Andrey,11,9,7,13,20,33,45,47,40,27,3
Jacky,20,18,18,31,47,41,34,21,15,7,1
Zach,13,14,17,19,18,33,40,33,29,31,5
Luigi,27,26,26,28,24,28,29,21,19,20,5
Waylen,2,1,1,1,3,6,14,26,45,125,29
Orin,17,18,19,18,13,18,25,34,43,39,9
Aharon,8,12,14,21,22,26,28,31,39,43,7
Wylder,0,0,0,0,0,0,6,12,49,144,41
Garland,57,48,36,34,21,15,12,9,10,9,1
Zakariya,0,0,1,4,9,17,30,45,57,69,19
Renzo,4,3,7,8,15,27,32,31,45,65,15
Jermey,49,46,62,43,19,13,9,6,3,2,0
Tavaris,20,30,39,34,34,23,29,21,11,8,1
Boris,18,19,21,31,29,29,29,26,25,19,4
Rafe,4,7,9,9,6,30,33,39,39,56,18
Macklin,1,1,6,13,9,9,14,28,65,81,23
Ryatt,0,0,0,0,0,0,5,24,63,121,38
Adrain,50,46,44,29,21,16,16,13,9,6,1
Uziel,0,1,2,10,15,31,50,39,27,61,13
Lino,18,21,23,25,26,29,30,23,22,27,6
Demonte,4,6,14,50,52,42,31,20,16,13,2
Quenton,20,24,30,41,41,31,25,15,12,10,1
Calen,3,11,27,21,25,28,37,44,28,24,4
Kraig,48,49,57,43,25,12,8,4,3,1,0
Shaan,2,4,8,10,14,33,46,45,43,38,6
Xavi,0,0,0,0,0,0,20,116,51,50,11
Deklan,0,0,0,0,1,10,20,69,85,58,6
Kenyatta,84,27,16,27,32,25,14,11,7,5,0
Jordin,0,1,6,19,31,43,66,45,21,14,2
Augustin,18,16,18,20,20,23,28,31,32,33,9
Cartier,0,1,3,4,6,8,17,36,62,97,15
Esai,0,0,8,9,33,39,37,34,30,46,11
Alfonzo,41,32,35,34,25,20,20,15,13,11,3
Zakari,0,0,4,8,9,14,17,23,61,91,21
Caelan,0,0,0,10,46,53,41,37,29,27,4
Saad,3,10,13,21,29,34,33,36,36,27,6
Jahlil,0,0,5,17,28,36,33,38,51,34,5
Sharif,36,36,29,36,32,25,19,14,11,9,1
Cliff,46,69,40,20,12,9,8,9,11,19,4
Jalon,4,5,5,22,61,69,37,20,13,9,2
Jerel,25,29,67,56,24,12,10,10,8,4,1
Arik,14,15,19,29,29,35,29,26,27,20,4
Travion,2,5,13,27,35,50,53,29,17,12,2
Matheo,0,0,0,0,1,4,10,25,67,103,34
Wilbur,55,44,34,25,19,14,12,10,15,15,3
Shai,2,4,4,12,14,15,20,23,34,96,22
Brayton,1,5,7,14,37,40,41,47,31,20,3
Khamari,0,0,0,0,4,19,50,41,47,70,12
Hampton,6,7,10,14,17,23,28,36,40,52,12
Laquan,12,18,23,73,36,24,20,17,12,9,1
Leobardo,12,14,18,30,32,40,35,24,18,18,3
Niles,18,19,24,24,32,24,21,21,28,29,5
Lex,7,7,10,13,11,28,44,37,41,41,6
Jacen,4,4,3,4,15,27,44,67,48,25,3
Noa,1,3,1,2,12,29,39,34,33,68,23
Kayleb,0,0,1,7,13,30,56,70,42,22,3
Niklaus,1,2,4,5,7,6,4,12,78,112,13
Aman,5,5,9,14,27,52,43,27,26,29,6
Kiel,4,81,69,30,21,13,9,6,5,5,1
Aris,8,11,15,17,18,20,24,27,40,49,14
Breon,7,15,27,46,35,22,27,25,19,16,3
Nile,7,10,12,20,26,22,24,30,35,50,9
Broc,12,19,39,35,29,42,34,19,10,4,0
Sloan,8,10,15,18,24,23,25,36,39,40,6
Arvin,16,11,13,14,18,22,28,31,44,37,7
Lake,3,3,7,13,38,28,35,27,35,46,7
Tracey,73,28,37,39,24,14,11,6,5,4,1
Hilario,23,27,24,33,30,29,26,19,15,13,3
Marlo,33,23,17,14,15,15,17,23,31,45,10
Benaiah,2,2,4,5,7,8,19,41,67,70,18
Taha,1,2,4,9,18,32,39,48,39,40,11
Rustin,33,37,29,22,17,14,16,19,25,25,6
Javin,4,9,8,16,24,53,57,33,20,14,3
Jajuan,8,15,20,32,55,50,27,14,10,9,1
Homero,26,26,25,31,28,32,26,21,12,12,2
Adriano,8,7,9,12,17,23,51,44,33,30,6
Aj,5,8,19,15,16,26,35,36,37,36,8
Yehoshua,5,8,11,14,20,25,32,38,39,39,9
Daven,8,11,15,23,28,39,46,33,19,15,3
Devaughn,14,13,19,47,38,25,34,23,14,11,2
Eben,18,20,15,14,15,25,38,43,28,22,3
Martell,5,31,56,44,26,17,20,19,14,8,1
Caysen,0,0,0,0,1,6,21,48,73,77,14
Kenai,0,0,0,1,1,7,19,23,46,105,38
Landan,0,2,7,9,13,30,81,55,28,14,2
Bronx,0,0,0,0,0,2,10,56,72,81,19
Mahdi,3,6,7,10,17,27,36,41,41,40,10
Orrin,11,20,23,23,16,20,28,29,34,28,6
Sammie,46,41,31,29,21,15,17,17,11,9,2
Atharv,0,0,0,0,0,3,13,33,62,109,19
Keshaun,1,1,3,8,37,77,57,28,13,12,2
Booker,19,16,14,12,9,8,11,18,37,76,18
Tamir,9,11,9,14,24,28,25,21,37,50,9
Akash,4,5,10,29,37,51,37,24,22,16,2
Bently,0,0,1,0,1,1,10,156,48,19,2
Shemar,0,0,0,1,65,90,31,22,17,10,1
Gerry,54,45,36,32,23,16,13,7,7,5,1
Knowledge,0,0,1,0,3,14,20,30,60,95,15
Dominque,8,16,46,94,34,18,10,6,3,3,0
Donell,43,38,34,31,21,24,21,14,7,5,1
Tyreek,2,5,12,30,64,47,27,16,14,19,2
Dontay,17,27,30,34,33,29,26,20,13,9,1
Deshon,19,13,19,41,41,30,26,20,13,12,2
Kyng,0,0,0,0,0,0,4,24,100,99,10
Kayne,3,4,5,11,21,21,46,44,42,35,5
Brantlee,0,0,0,0,0,1,5,79,105,44,4
Filip,2,4,6,11,16,28,46,50,40,30,4
Shalom,7,8,9,12,15,24,29,34,41,49,10
Kendric,18,17,20,27,27,23,25,26,25,24,3
Ruger,0,0,0,1,6,10,22,55,75,56,11
Rashid,27,25,25,28,28,24,21,18,22,16,3
Lisandro,8,8,9,10,25,39,29,28,26,41,13
Alessio,0,2,1,4,7,13,22,27,46,85,28
Kamran,5,9,12,18,19,31,38,38,32,29,5
Sultan,11,8,9,11,13,16,14,25,47,66,16
Williams,18,18,21,28,22,28,30,21,22,23,4
Arya,0,3,11,13,15,34,52,44,29,27,5
True,0,2,2,5,10,12,17,23,41,100,21
Norris,43,39,36,30,21,17,12,12,12,10,2
Caius,0,0,0,1,1,7,14,40,67,79,25
Jashawn,1,2,5,14,25,52,59,37,21,16,2
Ivory,33,36,32,26,22,17,14,16,19,16,3
Frederic,37,30,27,23,23,18,16,15,20,20,4
Creighton,16,18,19,21,22,30,32,32,21,18,3
Om,0,1,0,0,2,34,63,50,42,35,7
Reymundo,24,28,23,27,30,26,27,17,14,14,3
Jaymes,4,6,57,38,23,21,26,25,19,11,2
Sevyn,0,0,0,0,1,1,5,10,34,142,39
Dimitrios,33,29,24,23,22,24,21,21,16,15,3
Romello,0,0,0,8,57,30,25,40,33,33,5
Donavin,4,5,7,17,28,57,61,29,16,8,1
Zavian,0,1,0,4,6,20,27,34,54,68,17
Braedyn,0,0,0,1,7,26,76,73,34,13,2
Osmar,2,3,4,12,14,29,60,43,30,29,6
Rogan,1,1,1,7,4,12,38,47,54,58,8
Burke,18,15,13,12,16,27,32,35,29,28,5
Shayan,0,2,6,19,27,28,33,32,34,42,7
Linden,5,9,10,9,13,14,24,31,50,52,13
Flavio,12,17,16,21,42,39,34,20,14,12,3
Zaden,0,0,0,0,1,14,57,77,48,27,5
Babyboy,0,2,25,45,52,52,13,8,13,18,2
Dru,13,17,18,17,34,30,24,17,20,34,6
Juston,36,51,43,32,25,19,12,8,4,1,0
Raekwon,0,0,0,4,146,44,13,5,7,10,1
Chayse,0,1,4,12,21,28,53,54,35,21,3
Homer,53,44,31,21,16,10,10,12,14,16,2
Kim,67,50,41,26,15,9,6,5,4,5,1
Jessiah,1,3,0,5,6,15,30,40,60,62,9
Elbert,54,42,38,30,19,14,12,8,8,3,1
Slater,2,1,2,16,22,27,26,28,35,54,16
Kavin,12,15,14,16,15,26,38,41,36,14,3
Korben,0,0,1,3,9,29,37,58,55,34,4
Terrill,55,35,37,33,20,14,11,11,6,6,0
Jiraiya,0,0,0,0,0,0,6,16,43,140,23
Zayan,0,0,0,0,1,5,17,41,50,92,22
Ceasar,19,20,24,28,33,34,32,19,12,7,0
Obadiah,9,9,8,8,10,15,20,32,49,57,10
Damen,28,17,18,28,26,32,28,25,17,9,2
Justine,18,40,64,45,24,16,13,6,2,1,0
Reinaldo,35,39,36,29,23,21,17,12,8,7,1
Sanjay,19,19,13,18,21,29,40,35,22,11,2
Taurean,0,70,48,31,9,14,25,13,8,7,1
Laken,0,0,0,5,7,12,32,41,53,66,12
Johnmichael,10,20,29,28,32,29,27,19,16,14,3
Thorin,3,3,4,5,9,9,10,26,71,73,13
Nolen,4,7,6,9,13,24,41,43,41,32,6
Mathieu,12,17,19,22,29,33,31,23,21,17,2
Mckay,6,7,11,22,39,34,31,32,22,19,3
Merlin,24,21,19,19,20,23,21,17,24,31,6
Alexavier,0,0,1,2,4,26,73,61,39,18,2
Buck,39,43,30,17,10,8,11,12,20,27,8
Issa,7,8,8,14,16,19,27,31,36,49,10
Mendel,10,7,9,11,17,20,28,33,34,46,9
Shia,0,0,2,4,6,9,30,43,40,76,14
Chosen,0,0,0,0,0,1,2,3,26,139,54
Avyaan,0,0,0,0,0,0,0,4,46,146,28
Romel,14,19,18,25,25,25,27,27,21,19,4
Ermias,0,0,0,0,1,2,1,2,56,145,18
Krishna,8,7,8,14,21,30,36,35,33,27,7
Sol,11,9,6,10,9,14,20,22,34,73,18
Ansh,0,0,0,0,2,18,41,57,55,44,7
Tristyn,0,0,0,1,24,26,57,60,36,18,2
Clement,23,23,21,21,18,19,21,20,24,29,6
Terron,19,27,28,34,29,25,27,18,9,7,1
Nicklas,13,18,19,28,42,44,29,18,9,4,1
Kaleo,2,4,3,5,8,14,21,28,43,71,27
Ajani,4,4,4,9,15,44,47,28,22,41,7
Diamond,11,15,27,45,38,21,13,12,16,23,4
Demetris,30,33,34,42,23,21,15,12,8,6,1
Jacorey,0,3,10,23,34,37,50,35,19,12,2
Eren,1,3,4,4,7,12,16,17,35,98,27
Bowie,2,1,2,0,2,4,10,18,71,97,16
Ike,18,16,18,16,11,17,28,32,33,27,6
Cyril,22,25,20,24,18,23,22,22,21,21,4
Arlen,15,17,20,15,18,14,18,21,31,43,11
Yuri,14,16,15,15,12,14,23,26,37,42,9
Vincente,22,23,25,32,28,29,24,17,9,12,3
Aren,9,11,11,19,25,24,27,25,30,34,7
Kennith,40,35,39,30,23,17,16,12,6,4,1
Thad,66,38,28,21,16,14,13,12,8,5,1
Jarren,1,7,21,28,33,43,35,27,17,9,2
Zayvion,0,0,0,0,1,11,30,49,55,65,11
Aramis,7,10,20,23,21,32,33,23,26,24,3
Christoper,41,49,51,28,17,12,12,6,3,1,1
Antwain,38,40,39,29,18,15,18,14,7,4,1
Jaxtyn,0,0,0,0,0,0,2,13,74,124,8
Ashwin,2,7,11,16,26,40,34,33,30,19,3
Taylen,0,0,0,4,9,18,31,38,44,63,14
Link,5,2,2,2,1,4,12,29,72,81,11
Renato,21,21,18,19,22,25,22,24,22,22,4
Cam,7,5,5,7,9,11,16,41,48,59,13
Ilyas,1,1,1,1,4,14,23,39,51,65,20
Fausto,15,21,23,27,26,27,27,19,16,15,3
Shiv,0,1,5,9,20,28,35,35,37,41,9
Gil,25,28,23,25,26,23,24,17,15,12,2
Jariel,0,1,2,6,5,14,45,60,50,31,5
Joao,12,10,10,13,12,24,29,20,26,49,12
Linkin,0,0,0,0,0,6,33,44,68,58,10
Tyrek,2,1,6,18,72,59,27,15,9,7,1
Geno,16,16,16,24,22,20,22,24,25,29,5
Michal,20,22,28,30,30,28,29,16,8,7,2
Rakeem,3,4,23,71,39,13,13,14,18,17,3
Arham,0,0,0,0,2,7,13,27,64,87,18
Caeden,0,0,0,1,6,48,66,48,26,20,3
Emile,18,18,15,16,16,18,22,21,31,38,7
Lucky,13,12,11,16,23,25,31,23,24,31,11
Ciaran,1,1,5,11,20,26,35,37,32,40,11
Lindsey,40,58,50,27,16,11,6,4,4,2,0
Abdirahman,0,0,0,1,9,22,40,58,54,30,4
Jayse,0,0,0,4,6,14,34,74,59,24,3
Chayce,0,0,3,8,19,21,36,48,43,36,5
Drayden,0,0,0,0,1,13,49,68,50,32,4
Parth,0,0,5,34,40,37,32,25,23,16,5
Elam,7,9,7,11,10,15,20,37,57,39,6
Calder,0,4,7,9,10,20,27,36,49,45,9
Jaquez,0,0,3,14,43,68,42,22,13,10,2
Kiyan,0,0,0,0,4,7,9,63,56,58,20
Rueben,27,28,30,28,23,22,17,14,14,11,3
Fischer,0,0,0,2,13,23,39,48,46,39,6
Grayden,0,0,1,2,6,19,52,56,47,28,5
Ramone,22,29,34,29,21,18,19,20,14,8,2
Tyren,5,4,7,16,31,38,40,36,23,14,2
Kelley,47,43,37,26,16,13,10,8,9,7,1
Aaryan,0,0,0,0,0,15,33,50,64,47,7
Arion,4,6,8,11,14,27,35,38,35,30,7
Jaedon,0,0,0,2,20,66,66,46,12,3,1
Torrence,34,27,29,28,19,18,18,20,14,8,1
Willy,20,18,20,30,23,25,25,20,15,14,3
Carsten,3,3,5,10,13,27,44,57,31,19,2
Kalani,10,9,12,14,17,30,37,36,27,19,2
Burton,46,39,28,19,13,12,13,15,13,14,2
Nahum,5,6,7,12,19,25,40,34,32,28,6
Dior,0,2,5,6,5,7,16,19,31,112,11
Jeron,19,24,29,33,28,28,22,15,8,6,1
West,6,9,8,9,9,10,21,33,41,53,16
Wren,1,0,6,4,4,5,7,19,48,100,20
Arin,10,11,14,20,21,17,19,25,31,38,7
Abe,17,15,12,10,13,21,24,28,38,29,6
Amauri,0,1,1,3,6,18,39,47,52,42,6
Blade,0,2,7,27,45,46,30,23,17,14,3
Jayven,0,0,0,1,6,23,42,57,49,31,4
Bob,65,45,30,24,13,10,9,6,8,3,1
Hakim,34,25,19,26,18,21,16,14,15,20,5
Eiden,0,0,0,0,0,1,7,20,40,89,56
Elizabeth,33,45,55,31,15,15,9,5,4,2,1
Faisal,10,12,16,19,23,22,22,34,29,23,4
Franky,13,12,17,21,24,26,34,24,20,17,4
Khristopher,24,20,29,32,22,20,22,18,15,10,2
Shaquan,2,7,14,64,65,27,12,9,7,6,1
Sir,8,12,9,17,12,17,21,23,38,49,7
Cadence,0,0,0,1,7,25,42,41,42,48,8
Christos,26,24,22,21,17,22,25,20,18,15,3
Giorgio,4,5,20,15,16,19,24,26,36,40,8
Cheyenne,30,26,24,48,43,21,9,5,4,3,0
Minh,10,32,26,28,21,20,21,19,17,14,4
Jaedyn,0,0,0,0,3,31,75,64,25,13,1
Mckenzie,12,17,25,45,49,22,15,12,8,4,1
Antoni,8,9,9,13,17,27,39,31,23,27,6
Dmitri,6,7,10,21,28,31,28,27,27,21,3
Von,18,17,18,18,11,14,21,21,29,36,7
Kyrin,0,0,0,2,10,16,20,44,62,49,9
Maddix,0,0,0,0,0,6,43,58,61,38,4
Hansel,6,10,11,15,10,10,16,31,38,54,10
Jeriah,1,2,3,3,9,19,25,32,38,65,14
Tarek,14,16,23,27,28,24,21,17,22,16,2
Jamell,21,29,35,29,18,19,21,18,10,9,2
Braxtyn,0,0,0,1,1,4,20,56,62,58,8
Eian,2,3,5,9,14,32,45,52,26,20,3
Maria,35,44,50,36,17,10,8,4,3,3,1
Marius,13,10,8,12,14,27,33,29,32,26,5
Robinson,13,17,22,24,21,18,22,28,24,18,3
Athan,2,4,5,2,6,18,41,54,39,32,5
Kylin,0,0,2,3,9,22,23,36,42,63,9
Demitri,3,4,7,26,30,34,31,32,23,16,3
Diesel,0,0,0,0,0,9,40,66,58,31,6
Doyle,54,38,29,24,17,13,14,7,6,5,1
Kamil,5,6,8,16,29,33,35,29,24,23,3
Scout,0,0,0,4,13,20,24,30,39,66,13
Naeem,14,12,9,18,17,19,28,28,28,31,6
Tavian,0,0,2,7,41,48,50,31,17,11,3
Enrico,30,25,24,31,22,20,15,14,13,13,2
Yovani,0,1,4,13,26,37,51,36,19,17,3
Jarad,30,50,46,32,25,10,4,1,1,8,1
Bert,69,45,30,21,11,8,7,6,7,5,1
Elyas,0,0,1,1,6,12,22,35,47,70,16
Kolson,0,0,0,0,0,3,6,15,37,121,27
Malikai,0,0,0,0,1,14,30,31,51,70,13
Mitch,21,35,43,34,23,18,12,9,8,5,1
Maleek,1,1,2,14,39,32,36,31,24,26,3
Sarah,32,56,56,24,12,15,8,2,3,1,0
Ashtyn,0,0,0,2,6,21,43,37,42,49,8
Erasmo,23,25,24,27,28,24,23,11,10,9,2
Syrus,0,1,1,4,11,24,31,35,39,54,9
Lyam,0,0,0,0,0,1,8,38,60,82,20
Jareth,0,0,15,17,16,25,36,29,28,34,8
Asaiah,0,0,0,0,3,6,10,15,39,102,33
Hoyt,11,8,9,6,7,9,22,45,51,36,4
Britt,33,36,41,33,20,14,11,8,6,6,0
Hussain,1,6,8,7,14,19,21,32,47,45,8
Chadrick,53,45,35,22,13,12,10,7,4,4,1
Trinidad,31,27,22,23,22,25,20,13,11,12,1
Brando,5,7,12,19,27,34,45,28,15,12,2
Ayush,0,0,0,2,6,39,59,49,30,18,3
Charleston,12,15,19,19,18,16,19,27,34,23,4
Chasen,3,9,19,24,29,21,23,32,24,18,2
Ozias,0,0,0,0,0,2,9,15,42,99,38
